datetime,tempmax,tempmin,temp,humidity,precipcover,preciptype,cloudcover,solarradiation,solarenergy,uvindex,sunrise,sunset,County,Lat,Lon,SunHours,SunHours(num),AVG Temp,Temp(Cel),Efficiency%,Potential Energy (W/m^2),,,,,,
1/6/2020,42,24.2,34.2,33,0,,21.5,201.6,8.7,5,7:19:06,16:47:14,Adams,39.874325,-104.331872,9.46,9.46,52.21666667,11.23148148,21.37685185,43.09573333,,County,Average Hours,Average Temp,,
1/6/2020,26.8,-6.7,8,64.9,0,,14.2,133.5,11.4,5,7:18:29,16:59:30,Alamosa,37.568442,-105.788041,9.68,9.68,44.25705128,6.809472934,21.81905271,29.12843536,,Adams,12.21185897,52.21666667,,
1/6/2020,42,24.2,33.9,33.4,0,,22.1,162,7.1,4,7:18:27,16:47:54,Arapahoe,39.644632,-104.331733,9.48,9.48,52.12371795,11.1798433,21.38201567,34.63886538,,Alamosa,12.22301282,44.25705128,Average Hours,
1/6/2020,33.5,9.1,17.8,75.6,0,,1.3,106.8,9.1,5,7:22:33,17:05:33,Archuleta,37.202395,-107.050863,9.71,9.71,45.60769231,7.55982906,21.74401709,23.22261026,,Arapahoe,12.22051282,52.12371795,,
1/6/2020,50.1,15.3,31.7,49.1,0,,0,239.4,10.3,5,7:04:45,16:47:12,Baca,37.303144,-102.535457,9.7,9.7,55.19230769,12.88461538,21.21153846,50.78042308,,Archuleta,12.20794872,45.60769231,Mean,12.22470353
1/6/2020,52.1,16.6,31.2,47.6,0,,0,179.9,10.9,6,7:08:37,16:47:40,Bent,37.931891,-103.077584,9.65,9.65,54.68974359,12.60541311,21.23945869,38.20978618,,Baca,12.21044872,55.19230769,Standard Error,0.001505394
1/6/2020,44.2,9.2,31.1,36.5,0,,11.5,125.4,10.8,5,7:24:01,16:50:52,Boulder,40.094826,-105.398382,9.43,9.43,47.41602564,8.564458689,21.64355413,27.14101688,,Bent,12.22698718,54.68974359,Median,12.22307692
1/6/2020,43.4,31.5,38.2,26.9,0,,10.6,88.3,7.3,4,7:22:13,16:49:54,Broomfield,39.953383,-105.052125,9.45,9.45,52.74358974,11.52421652,21.34757835,18.84991168,,Boulder,12.21788462,47.41602564,Mode,12.25519231
1/6/2020,26.3,9.6,20.6,42.1,4.17,['snow'],11.8,311.2,13.4,6,7:23:49,16:58:25,Chaffee,38.738246,-106.316972,9.56,9.56,43.32948718,6.294159544,21.87058405,68.06125755,,Broomfield,12.2124359,52.74358974,Standard Deviation,0.012043153
1/6/2020,46.1,15.2,28.8,53.5,0,,5,143.4,8.7,5,7:09:14,16:43:17,Cheyenne,38.835387,-102.604585,9.56,9.56,52.74807692,11.5267094,21.34732906,30.61206987,,Chaffee,12.22871795,43.32948718,Sample Variance,0.000145038
1/6/2020,42.9,5.2,14.4,44,0,,48.5,219,18.4,6,7:23:56,16:53:08,Clear Creek,39.689403,-105.670791,9.48,9.48,30.27692308,-0.957264957,22.5957265,49.48464103,,Cheyenne,12.22852564,52.74807692,Kurtosis,0.55285117
1/6/2020,25.6,-5.3,7.9,61.7,0,,10.7,145.3,7.3,5,7:19:05,17:02:01,Conejos,37.213407,-106.176447,9.7,9.7,42.46794872,5.815527066,21.91844729,31.84750392,,Clear Creek,12.2199359,30.27692308,Skewness,0.925618237
1/6/2020,24.7,-7.1,10.2,57.8,0,,7,232.5,9.1,5,7:16:16,16:58:51,Costilla,37.277547,-105.42894,9.7,9.7,42.11987179,5.622150997,21.9377849,51.00534989,,Conejos,12.20730769,42.46794872,Range,0.050576923
1/6/2020,51.1,20.2,33.7,38.6,0,,0,225.8,9.8,4,7:12:32,16:49:27,Crowley,38.321956,-103.787562,9.6,9.6,54.63653846,12.5758547,21.24241453,47.96537201,,Costilla,12.20967949,42.11987179,Minimum,12.20730769
1/6/2020,38.6,22.1,29.4,35.8,0,,1.6,231.3,10.1,5,7:18:16,16:56:24,Custer,38.101994,-105.373515,9.63,9.63,47.09615385,8.386752137,21.66132479,50.10264423,,Crowley,12.23538462,54.63653846,Maximum,12.25788462
1/6/2020,25.7,12.9,17.5,84.2,0,,51.2,215.3,9.3,5,7:30:21,17:04:16,Delta,38.861756,-107.864757,9.55,9.55,53.5025641,11.94586895,21.30541311,45.87055442,,Custer,12.23044872,47.09615385,Sum,782.3810256
1/6/2020,41.8,24.2,33.5,33.8,0,,22,154.8,6.7,4,7:20:59,16:49:46,Denver,39.761849,-104.880625,9.46,9.46,52.00064103,11.11146724,21.38885328,33.10994487,,Delta,12.22814103,53.5025641,Count,64
1/6/2020,34.7,12.5,22.9,62.9,0,,1.7,292.5,11.8,5,7:29:56,17:10:00,Dolores,37.747602,-108.530383,9.66,9.66,48.24166667,9.023148148,21.59768519,63.17322917,,Denver,12.21544872,52.00064103,,
1/6/2020,39.9,23.8,32,34.6,0,,15.8,239,12.1,5,7:19:54,16:51:11,Douglas,39.326435,-104.926199,9.51,9.51,49.63846154,9.799145299,21.52008547,51.43300427,,Dolores,12.22660256,48.24166667,,
1/6/2020,30.1,11,21,65.5,0,,34.7,266.5,11.5,6,7:27:51,16:57:24,Eagle,39.630638,-106.692944,9.48,9.48,44.175,6.763888889,21.82361111,58.15992361,,Douglas,12.21435897,49.63846154,,
1/6/2020,40.2,18.4,28.9,41.9,0,,6,121.3,10.9,5,7:16:38,16:48:00,Elbert,39.310817,-104.117928,9.51,9.51,48.11089744,8.950498575,21.60495014,26.20680452,,Eagle,12.22076923,44.175,,
1/6/2020,44.7,27.2,35.1,24,0,,22.4,18,2.4,0,7:16:54,16:51:00,El Paso,38.827383,-104.527472,9.56,9.56,51.20705128,10.67058405,21.4329416,3.857929487,,Elbert,12.21467949,48.11089744,,
1/6/2020,45.4,26.4,34.8,24.5,0,,53.1,283.8,12.2,6,7:19:26,16:55:37,Fremont,38.455658,-105.421438,9.6,9.6,50.81089744,10.45049858,21.45495014,60.8891485,,El Paso,12.22871795,51.20705128,,
1/6/2020,23.9,10,17.3,81.2,0,,58.9,119.9,10.3,5,7:32:37,17:02:21,Garfield,39.599352,-107.90978,9.48,9.48,49.45769231,9.698717949,21.53012821,25.81462372,,Fremont,12.23,50.81089744,,
1/6/2020,43.7,12.1,24.6,36.4,0,,33,209.9,17.5,5,7:23:51,16:52:04,Gilpin,39.861082,-105.528947,9.46,9.46,35.80384615,2.113247863,22.28867521,46.78392927,,Garfield,12.21967949,49.45769231,,
1/6/2020,23.5,14,18.4,62.7,0,,60.3,83.8,7.1,4,7:26:53,16:53:35,Grand,40.123289,-106.095876,9.43,9.43,37.11474359,2.841524217,22.21584758,18.61688027,,Gilpin,12.21269231,35.80384615,,
1/6/2020,28.5,2.7,14.1,68.8,0,,10,108.8,4.8,2,7:26:40,17:01:39,Gunnison,38.669679,-107.078108,9.56,9.56,41.28525641,5.158475783,21.98415242,23.91875783,,Grand,12.21782051,37.11474359,,
1/6/2020,29.7,10.4,18.8,60.8,0,,2.7,208.6,9,5,7:25:31,17:05:14,Hinsdale,37.811625,-107.383405,9.65,9.65,42.65128205,5.917378917,21.90826211,45.70063476,,Gunnison,12.22596154,41.28525641,,
1/6/2020,39.5,18.5,25.4,41.9,0,,0,311.5,13.4,6,7:15:29,16:55:52,Huerfano,37.687815,-104.959928,9.66,9.66,47.02884615,8.349358974,21.6650641,67.48667468,,Hinsdale,12.22435897,42.65128205,,
1/6/2020,23.8,14.1,19.1,63,0,,51.2,222.3,9.6,5,7:29:25,16:52:55,Jackson,40.663432,-106.329248,9.38,9.38,38.85,3.805555556,22.11944444,49.171525,,Huerfano,12.22474359,47.02884615,,
1/6/2020,41.9,26.7,34,33,0,,22.2,173.3,14.6,3,7:21:56,16:51:44,Jefferson,39.58646,-105.245601,9.48,9.48,52.10448718,11.16915954,21.38308405,37.05688465,,Jackson,12.25519231,38.85,,
1/6/2020,52.7,15.1,30.6,50.2,0,,0,143.4,8.7,5,7:08:36,16:45:08,Kiowa,38.388466,-102.75621,9.6,9.6,54.46923077,12.48290598,21.2517094,30.47495128,,Jefferson,12.22019231,52.10448718,,
1/6/2020,46,15.3,28.9,53.6,0,,5.3,250.4,9.9,5,7:10:33,16:41:57,Kit Carson,39.30534,-102.603023,9.51,9.51,52.73333333,11.51851852,21.34814815,53.45576296,,Kiowa,12.23326923,54.46923077,,
1/6/2020,18,8.1,13.7,57.2,4.17,['snow'],57.5,187.3,8.1,4,7:25:15,16:57:14,Lake,39.204316,-106.349696,9.51,9.51,36.26089744,2.367165242,22.26328348,41.69912995,,Kit Carson,12.21474359,52.73333333,,
1/6/2020,35.7,8.3,23.1,67,0,,0,269.5,11.7,6,7:25:56,17:08:28,La Plata,37.287367,-107.839718,9.7,9.7,49.08653846,9.492521368,21.55074786,58.07926549,,Lake,12.21532051,36.26089744,,
1/6/2020,40.1,28.2,34.4,34.4,0,,3.2,230.8,9.9,5,7:26:02,16:49:32,Larimer,40.663091,-105.482131,9.38,9.38,49.83653846,9.909188034,21.5090812,49.6429594,,La Plata,12.20955128,49.08653846,,
1/6/2020,46.3,25.2,32.7,51.3,0,,0,269.8,11.8,5,7:10:50,16:53:12,Las Animas,37.318831,-104.04411,9.7,9.7,53.37371795,11.87428775,21.31257123,57.50131717,,Larimer,12.25519231,49.83653846,,
1/6/2020,42.2,11.9,27.9,45.8,0,,1.1,260.4,10.4,5,7:13:17,16:46:27,Lincoln,38.99374,-103.507555,9.55,9.55,48.73653846,9.298076923,21.57019231,56.16878077,,Las Animas,12.21057692,53.37371795,,
1/6/2020,41.7,19.6,30.5,50.9,0,,7.7,221,9.5,5,7:16:39,16:39:46,Logan,40.728091,-103.090464,9.38,9.38,49.93333333,9.962962963,21.5037037,47.52318519,,Lincoln,12.22467949,48.73653846,,
1/6/2020,26.9,12.8,20.7,81,0,,59.2,165.1,7.1,4,7:33:11,17:06:13,Mesa,39.019492,-108.461837,9.55,9.55,54.60833333,12.56018519,21.24398148,35.07381343,,Logan,12.25788462,49.93333333,,
1/6/2020,25.4,5.8,14.9,57.5,0,,1.7,141,12.2,6,7:23:17,17:03:52,Mineral,37.651478,-106.9323,9.66,9.66,38.50064103,3.611467236,22.13885328,31.21578312,,Mesa,12.22378205,54.60833333,,
1/6/2020,29.3,9.2,19.4,67.9,0,,50.8,238.8,10.4,5,7:36:39,17:00:41,Moffat,40.573984,-108.204521,9.4,9.4,44.3224359,6.845797721,21.81542023,52.0952235,,Mineral,12.22057692,38.50064103,,
1/6/2020,40.1,11.7,25.1,67.3,0,,0,266.3,11.4,5,7:29:05,17:11:22,Montezuma,37.338025,-108.595786,9.7,9.7,50.63653846,10.35363248,21.46463675,57.16032767,,Moffat,12.24108974,44.3224359,,
1/6/2020,27,12.3,17.2,80.8,0,,42.5,246.6,10.4,6,7:30:41,17:07:06,Montrose,38.413427,-108.263042,9.6,9.6,51.425,10.79166667,21.42083333,52.823775,,Montezuma,12.21326923,50.63653846,,
1/6/2020,43.1,18.4,31.4,43.7,0,,3.8,256.8,11.1,6,7:18:09,16:44:00,Morgan,40.262354,-103.807092,9.41,9.41,50.53461538,10.29700855,21.47029915,55.13572821,,Montrose,12.23519231,51.425,,
1/6/2020,50.7,15.5,30.6,47.5,0,,0,256.4,11.1,5,7:11:04,16:50:23,Otero,37.88417,-103.72126,9.65,9.65,53.66346154,12.03525641,21.29647436,54.60416026,,Morgan,12.22314103,50.53461538,,
1/6/2020,28.8,11.4,18.8,65.2,0,,14.8,190.8,8.3,5,7:27:59,17:05:51,Ouray,38.1506,-107.767133,9.61,9.61,46.43141026,8.017450142,21.69825499,41.40027051,,Otero,12.22762821,53.66346154,,
1/6/2020,17.4,5.6,12.1,55,4.17,['snow'],12.3,121.3,10.4,5,7:22:29,16:54:57,Park,39.118914,-105.717648,9.53,9.53,36.575,2.541666667,22.24583333,26.98419583,,Ouray,12.23134615,46.43141026,,
1/6/2020,46.4,22.1,34,53.1,0,,5.4,198.4,8.6,4,7:13:17,16:37:10,Phillips,40.594712,-102.345105,9.38,9.38,52.93974359,11.63319088,21.33668091,42.33197493,,Park,12.2149359,36.575,,
1/6/2020,28.1,6.3,17.2,65.9,0,,25.3,225.5,9.7,5,7:27:33,16:59:28,Pitkin,39.217533,-106.915943,9.51,9.51,43.6,6.444444444,21.85555556,49.28427778,,Phillips,12.24570513,52.93974359,,
1/6/2020,52.6,15.8,30.5,52,0,,0,183.3,11.3,5,7:05:57,16:44:52,Prowers,37.958181,-102.392161,9.63,9.63,54.42371795,12.45762108,21.25423789,38.95901806,,Pitkin,12.21557692,43.6,,
1/6/2020,51.8,23.4,39,27,0,,3.4,226.8,9.8,5,7:14:56,16:52:40,Pueblo,38.170658,-104.489893,9.61,9.61,53.89038462,12.16132479,21.28386752,48.27181154,,Prowers,12.22820513,54.42371795,,
1/6/2020,28.8,5.1,18.1,69.8,0,,38.2,129.2,11.1,5,7:34:52,17:02:26,Rio Blanco,39.972606,-108.200685,9.45,9.45,45.39358974,7.440883191,21.75591168,28.10863789,,Pueblo,12.23826923,53.89038462,,
1/6/2020,23.9,1.8,12,54.7,0,,3.6,227.3,9.8,5,7:20:55,17:02:24,Rio Grande,37.485763,-106.453214,9.68,9.68,40.18205128,4.545584046,22.0454416,50.10928875,,Rio Blanco,12.21282051,45.39358974,,
1/6/2020,28.8,16.4,21,70.5,0,,81.3,166.8,13.8,2,7:31:30,16:56:05,Routt,40.48316,-106.985289,9.4,9.4,42.48653846,5.825854701,21.91741453,36.55824744,,Rio Grande,12.21814103,40.18205128,,
1/6/2020,31.6,6.9,20.4,53.9,0,,3.8,140.5,12.2,5,7:21:35,17:00:05,Saguache,38.033952,-106.246675,9.63,9.63,44.84679487,7.137108262,21.78628917,30.60973629,,Routt,12.23916667,42.48653846,,
1/6/2020,30.8,10.4,20.1,60.1,0,,3.4,208.6,9,5,7:26:35,17:06:28,San Juan,37.781075,-107.670257,9.65,9.65,44.97564103,7.208689459,21.77913105,45.43126738,,Saguache,12.23442308,44.84679487,,
1/6/2020,31.7,11.7,20.6,67,0,,7.4,255.3,11,5,7:30:14,17:08:53,San Miguel,38.009374,-108.427326,9.63,9.63,47.36987179,8.538817664,21.64611823,55.26253985,,San Juan,12.22147436,44.97564103,,
1/6/2020,44.9,23.6,33.1,52.5,0,,11.6,221.3,9.6,4,7:14:09,16:36:23,Sedgwick,40.871568,-102.355358,9.36,9.36,51.87371795,11.04095442,21.39590456,47.34913679,,San Miguel,12.23653846,47.36987179,,
1/6/2020,14.2,5.6,9.4,60.8,4.17,['snow'],64.7,117,10.1,5,7:25:36,16:55:12,Summit,39.621023,-106.137555,9.48,9.48,35.57307692,1.985042735,22.30149573,26.09275,,Sedgwick,12.25096154,51.87371795,,
1/6/2020,43.2,28.4,34.5,24,0,,19.7,255.4,12,5,7:19:39,16:53:30,Teller,38.871994,-105.182552,9.55,9.55,50.39038462,10.21688034,21.47831197,54.85560876,,Summit,12.22102564,35.57307692,,
1/6/2020,41.2,18.9,28.3,54.4,0,,8.5,221.7,8.8,4,7:14:53,16:42:29,Washington,39.965413,-103.209605,9.45,9.45,50.93076923,10.51709402,21.4482906,47.55086026,,Teller,12.22910256,50.39038462,,
1/6/2020,41.4,25.1,32.8,49.3,0,,0.2,223.2,9.5,5,7:21:19,16:45:27,Weld,40.555794,-104.383649,9.4,9.4,49.63141026,9.79522792,21.52047721,48.03370513,,Washington,12.2125,50.93076923,,
1/6/2020,45.4,21.2,30.7,56.3,0,,7.9,217.2,8.5,4,7:11:50,16:39:14,Yuma,40.000631,-102.422649,9.45,9.45,52.40705128,11.33725071,21.36627493,46.40754915,,Weld,12.24064103,49.63141026,,
1/13/2020,44.4,17.6,29.3,42.5,0,,31.6,170.9,7.5,5,7:17:52,16:54:17,Adams,39.874325,-104.331872,9.6,9.6,52.21666667,11.23148148,21.37685185,36.53303981,,Yuma,12.21384615,52.40705128,,
1/13/2020,34.3,2.1,18.4,63.7,0,,9.2,305.1,12,6,7:17:36,17:06:11,Alamosa,37.568442,-105.788041,9.8,9.8,44.25705128,6.809472934,21.81905271,66.56992981,,,,,,
1/13/2020,43.7,18.6,29.9,41,0,,31.3,170.3,7.3,5,7:17:14,16:54:54,Arapahoe,39.644632,-104.331733,9.61,9.61,52.12371795,11.1798433,21.38201567,36.41357269,,,,,,
1/13/2020,33.1,11.8,22.8,80,8.33,"['rain', 'snow']",62.2,74,7.2,1,7:21:43,17:12:10,Archuleta,37.202395,-107.050863,9.83,9.83,45.60769231,7.55982906,21.74401709,16.09057265,,,,,,
1/13/2020,59.1,20.2,36.3,41.2,0,,0,260.3,11.2,5,7:03:55,16:53:50,Baca,37.303144,-102.535457,9.81,9.81,55.19230769,12.88461538,21.21153846,55.21363462,,,,,,
1/13/2020,57.2,17.5,33.3,43.6,0,,0,225.6,11.4,6,7:07:41,16:54:25,Bent,37.931891,-103.077584,9.76,9.76,54.68974359,12.60541311,21.23945869,47.9162188,,,,,,
1/13/2020,41.9,16.9,24.7,54.4,4.17,['snow'],20.1,94.8,8.1,4,7:22:44,16:57:57,Boulder,40.094826,-105.398382,9.58,9.58,47.41602564,8.564458689,21.64355413,20.51808932,,,,,,
1/13/2020,43.7,18.5,31.4,41.2,0,,23.6,64.4,5.2,4,7:20:58,16:56:57,Broomfield,39.953383,-105.052125,9.58,9.58,52.74358974,11.52421652,21.34757835,13.74784046,,,,,,
1/13/2020,23.1,9.7,19,67.8,33.33,['snow'],67.8,119.7,5.1,4,7:22:45,17:05:17,Chaffee,38.738246,-106.316972,9.7,9.7,43.32948718,6.294159544,21.87058405,26.1790891,,,,,,
1/13/2020,53.1,19.1,31.7,45.2,0,,3.7,116,10,5,7:08:09,16:50:10,Cheyenne,38.835387,-102.604585,9.7,9.7,52.74807692,11.5267094,21.34732906,24.76290171,,,,,,
1/13/2020,28.5,5.6,19.2,50.3,0,,37.5,176.3,14.6,4,7:22:43,17:00:09,Clear Creek,39.689403,-105.670791,9.61,9.61,30.27692308,-0.957264957,22.5957265,39.83626581,,,,,,
1/13/2020,31.5,6,18.4,67.7,8.33,"['rain', 'snow']",25.1,90.9,4.6,3,7:18:15,17:08:38,Conejos,37.213407,-106.176447,9.83,9.83,42.46794872,5.815527066,21.91844729,19.92386859,,,,,,
1/13/2020,29,7.1,18.2,64.1,0,,22.8,274.8,10.9,6,7:15:25,17:05:29,Costilla,37.277547,-105.42894,9.83,9.83,42.11987179,5.622150997,21.9377849,60.28503291,,,,,,
1/13/2020,55.4,17.2,34.5,39.4,0,,0,231.3,10,5,7:11:32,16:56:15,Crowley,38.321956,-103.787562,9.73,9.73,54.63653846,12.5758547,21.24241453,49.13370481,,,,,,
1/13/2020,41.2,15.7,25.1,50.5,0,,19.6,211,9.1,5,7:17:18,17:03:10,Custer,38.101994,-105.373515,9.75,9.75,47.09615385,8.386752137,21.66132479,45.7053953,,,,,,
1/13/2020,34.6,20.1,25.9,68,0,,54.2,170.8,7.3,4,7:29:16,17:11:09,Delta,38.861756,-107.864757,9.68,9.68,53.5025641,11.94586895,21.30541311,36.38964558,,,,,,
1/13/2020,43,19.7,30,40.6,0,,30.9,214.1,9.5,4,7:19:45,16:56:47,Denver,39.761849,-104.880625,9.61,9.61,52.00064103,11.11146724,21.38885328,45.79353486,,,,,,
1/13/2020,35.9,21.1,27.2,63.5,0,,45.2,189.9,8.9,5,7:29:01,17:16:42,Dolores,37.747602,-108.530383,9.78,9.78,48.24166667,9.023148148,21.59768519,41.01400417,,,,,,
1/13/2020,42.4,21.9,31.6,35.4,0,,23,208.5,8.2,5,7:18:45,16:58:09,Douglas,39.326435,-104.926199,9.65,9.65,49.63846154,9.799145299,21.52008547,44.86937821,,,,,,
1/13/2020,30,13.3,21.7,80,16.67,"['rain', 'snow']",73,100.2,3.9,3,7:26:39,17:04:24,Eagle,39.630638,-106.692944,9.61,9.61,44.175,6.763888889,21.82361111,21.86725833,,,,,,
1/13/2020,42.8,13,25.7,45.1,0,,13.3,116.4,10.5,5,7:15:29,16:54:57,Elbert,39.310817,-104.117928,9.65,9.65,48.11089744,8.950498575,21.60495014,25.14816197,,,,,,
1/13/2020,47.2,18.7,32.6,31.6,0,,22.9,18,2.4,0,7:15:50,16:57:53,El Paso,38.827383,-104.527472,9.7,9.7,51.20705128,10.67058405,21.4329416,3.857929487,,,,,,
1/13/2020,46.5,20.7,32.5,31.2,0,,15.9,261.1,11.3,6,7:18:25,17:02:26,Fremont,38.455658,-105.421438,9.73,9.73,50.81089744,10.45049858,21.45495014,56.01887482,,,,,,
1/13/2020,35.1,15.9,24.4,76.8,4.17,['snow'],69.6,82.9,5.1,4,7:31:25,17:09:21,Garfield,39.599352,-107.90978,9.61,9.61,49.45769231,9.698717949,21.53012821,17.84847628,,,,,,
1/13/2020,27.2,12.6,20.2,53.1,0,,31.3,181.5,15.1,3,7:22:37,16:59:07,Gilpin,39.861082,-105.528947,9.6,9.6,35.80384615,2.113247863,22.28867521,40.45394551,,,,,,
1/13/2020,25.4,11.6,19.9,70.1,0,,64.7,93.4,8,4,7:25:36,17:00:40,Grand,40.123289,-106.095876,9.58,9.58,37.11474359,2.841524217,22.21584758,20.74960164,,,,,,
1/13/2020,29.6,3.8,17.5,77.7,29.17,"['rain', 'snow']",56.3,42.5,2,1,7:25:37,17:08:30,Gunnison,38.669679,-107.078108,9.7,9.7,41.28525641,5.158475783,21.98415242,9.343264779,,,,,,
1/13/2020,28,18.7,22.5,66.9,8.33,['snow'],54.4,87.2,7.8,2,7:24:36,17:11:57,Hinsdale,37.811625,-107.383405,9.78,9.78,42.65128205,5.917378917,21.90826211,19.10400456,,,,,,
1/13/2020,44.5,16,25.2,51.5,0,,27.9,331.1,14.1,7,7:14:35,17:02:34,Huerfano,37.687815,-104.959928,9.78,9.78,47.02884615,8.349358974,21.6650641,71.73302724,,,,,,
1/13/2020,23.2,14.2,19.2,68,0,,78.1,181.7,7.7,4,7:28:03,17:00:06,Jackson,40.663432,-106.329248,9.53,9.53,38.85,3.805555556,22.11944444,40.19103056,,,,,,
1/13/2020,42.9,20.5,31.8,37,0,,29.6,161.8,13.5,3,7:20:44,16:58:43,Jefferson,39.58646,-105.245601,9.61,9.61,52.10448718,11.16915954,21.38308405,34.59782999,,,,,,
1/13/2020,57.7,14.1,31.9,47.1,0,,0,168.4,10.3,5,7:07:35,16:51:56,Kiowa,38.388466,-102.75621,9.73,9.73,54.46923077,12.48290598,21.2517094,35.78787863,,,,,,
1/13/2020,52.8,19.4,31.7,45.5,0,,3.3,237.3,10.2,5,7:09:24,16:48:54,Kit Carson,39.30534,-102.603023,9.65,9.65,52.73333333,11.51851852,21.34814815,50.65915556,,,,,,
1/13/2020,18,3,10.2,70.6,20.83,['snow'],76.3,135.5,5.7,4,7:24:07,17:04:10,Lake,39.204316,-106.349696,9.66,9.66,36.26089744,2.367165242,22.26328348,30.16674911,,,,,,
1/13/2020,38,16.8,25.9,69.7,0,,39.8,173.1,7.5,6,7:25:05,17:15:07,La Plata,37.287367,-107.839718,9.83,9.83,49.08653846,9.492521368,21.55074786,37.30434455,,,,,,
1/13/2020,39,19.2,29.2,47.5,0,,14.5,167.3,7.1,4,7:24:39,16:56:42,Larimer,40.663091,-105.482131,9.53,9.53,49.83653846,9.909188034,21.5090812,35.98469284,,,,,,
1/13/2020,49.9,20.3,35.9,39.3,0,,0.1,284.3,12.2,6,7:09:59,16:59:50,Las Animas,37.318831,-104.04411,9.81,9.81,53.37371795,11.87428775,21.31257123,60.59163999,,,,,,
1/13/2020,47,6.2,22,54.1,0,,6,227,9.9,5,7:12:11,16:53:21,Lincoln,38.99374,-103.507555,9.68,9.68,48.73653846,9.298076923,21.57019231,48.96433654,,,,,,
1/13/2020,46,9.5,25.3,56.3,0,,8.9,235.3,10.2,5,7:15:16,16:46:57,Logan,40.728091,-103.090464,9.51,9.51,49.93333333,9.962962963,21.5037037,50.59821481,,,,,,
1/13/2020,36.1,19.2,25.8,76.2,0,,41.3,176.2,7.7,4,7:32:04,17:13:07,Mesa,39.019492,-108.461837,9.68,9.68,54.60833333,12.56018519,21.24398148,37.43189537,,,,,,
1/13/2020,22.2,12.8,16.7,82.4,8.33,['snow'],67,166.6,14.6,6,7:22:23,17:10:33,Mineral,37.651478,-106.9323,9.8,9.8,38.50064103,3.611467236,22.13885328,36.88332956,,,,,,
1/13/2020,30.1,18.6,23.6,71.3,8.33,"['rain', 'snow']",78,201.8,8.6,5,7:35:17,17:07:51,Moffat,40.573984,-108.204521,9.53,9.53,44.3224359,6.845797721,21.81542023,44.02351802,,,,,,
1/13/2020,41.4,18.6,29.2,67.2,0,,44.1,234.3,11,5,7:28:14,17:18:01,Montezuma,37.338025,-108.595786,9.81,9.81,50.63653846,10.35363248,21.46463675,50.29164391,,,,,,
1/13/2020,35.8,20.6,26.7,63.2,0,,57.2,94.4,8.1,5,7:29:41,17:13:55,Montrose,38.413427,-108.263042,9.73,9.73,51.425,10.79166667,21.42083333,20.22126667,,,,,,
1/13/2020,46.1,12,27.9,45.3,0,,0.1,139.1,12,6,7:16:50,16:51:07,Morgan,40.262354,-103.807092,9.56,9.56,50.53461538,10.29700855,21.47029915,29.86518611,,,,,,
1/13/2020,55.2,16.5,33.3,42.7,0,,0,258.8,11.2,5,7:10:08,16:57:06,Otero,37.88417,-103.72126,9.76,9.76,53.66346154,12.03525641,21.29647436,55.11527564,,,,,,
1/13/2020,31.1,21.2,25.3,60.5,0,,50.4,135.4,5.3,4,7:27:00,17:12:37,Ouray,38.1506,-107.767133,9.75,9.75,46.43141026,8.017450142,21.69825499,29.37943725,,,,,,
1/13/2020,19,5.1,11.2,71.5,20.83,['snow'],50.7,248,10.7,6,7:21:22,17:01:52,Park,39.118914,-105.717648,9.66,9.66,36.575,2.541666667,22.24583333,55.16966667,,,,,,
1/13/2020,50,19.3,30.9,60.3,0,,0,209.8,9,4,7:11:55,16:44:20,Phillips,40.594712,-102.345105,9.53,9.53,52.93974359,11.63319088,21.33668091,44.76435655,,,,,,
1/13/2020,25.1,12.8,18.7,78.3,20.83,['snow'],90.8,50.2,2.1,1,7:26:25,17:06:24,Pitkin,39.217533,-106.915943,9.65,9.65,43.6,6.444444444,21.85555556,10.97148889,,,,,,
1/13/2020,58,13.6,31.9,48.4,0,,0,212.9,11.5,5,7:05:01,16:51:36,Prowers,37.958181,-102.392161,9.76,9.76,54.42371795,12.45762108,21.25423789,45.25027247,,,,,,
1/13/2020,52,15.5,32,40.6,0,,0.2,227.3,9.8,5,7:13:57,16:59:27,Pueblo,38.170658,-104.489893,9.75,9.75,53.89038462,12.16132479,21.28386752,48.37823088,,,,,,
1/13/2020,32.2,18.2,25.4,66.2,4.17,"['rain', 'snow']",78.8,139.5,9.5,5,7:33:36,17:09:30,Rio Blanco,39.972606,-108.200685,9.58,9.58,45.39358974,7.440883191,21.75591168,30.34949679,,,,,,
1/13/2020,26.7,8.6,17.3,70,8.33,['snow'],40.8,175,15.6,6,7:20:03,17:09:04,Rio Grande,37.485763,-106.453214,9.81,9.81,40.18205128,4.545584046,22.0454416,38.57952279,,,,,,
1/13/2020,28.2,17.6,21.7,84.1,4.17,['snow'],84.2,174,14.4,2,7:30:10,17:03:14,Routt,40.48316,-106.985289,9.55,9.55,42.48653846,5.825854701,21.91741453,38.13630128,,,,,,
1/13/2020,32.2,6,16.8,66.5,0,,28.4,288.8,12.4,6,7:20:37,17:06:50,Saguache,38.033952,-106.246675,9.76,9.76,44.84679487,7.137108262,21.78628917,62.91880313,,,,,,
1/13/2020,30.3,20.8,24.8,60.6,0,,46.7,94.3,3.9,2,7:25:40,17:13:11,San Juan,37.781075,-107.670257,9.78,9.78,44.97564103,7.208689459,21.77913105,20.53772058,,,,,,
